Question	Answer	Source	Metadata
diners club	Vi vil gjerne tilby mest mulig valgfrihet og enkelhet, men som dagligvarebutikk skiller vi oss ganske ganske kraftig fra andre bransjer og andre nettbutikker. Vi har utrolig små marginer, og gebyrene flere av disse selskapene tar for å prosessere betaling er rett og slett for høye til at det er mulig for oss å tilby dem som betalingsalternativer.\n\n Beklager det!\n\n*   [Betalingsmetoder på Kolonial.no](https://hjelp.kolonial.no/article/184-betalingsmetoder-pa-kolonialno)	https://hjelp.kolonial.no/	
Jeg bruker et kredittkort som gir rabatt i matbutikker. Er Kolonial.no å regne som en «matbutikk» i dette tilfellet?	Kolonial.nos MCC (Merchant Category Code)-kode er 5411 Dagligvarer/Supermarked, så ja, det er vi. For å være helt sikker kan du sjekke vilkårene i kortavtalen din.	https://hjelp.kolonial.no/	
rabatt kredittkort	Kolonial.nos MCC (Merchant Category Code)-kode er 5411 Dagligvarer/Supermarked, så ja, det er vi. For å være helt sikker kan du sjekke vilkårene i kortavtalen din.	https://hjelp.kolonial.no/	
rabatt matbutikk	Kolonial.nos MCC (Merchant Category Code)-kode er 5411 Dagligvarer/Supermarked, så ja, det er vi. For å være helt sikker kan du sjekke vilkårene i kortavtalen din.	https://hjelp.kolonial.no/	
Bytte til et annet betalingskort	Ønsker du å bruke et annet kort? Ved betaling kan du alltid velge å endre hvilket kort du ønsker å betale med. Du finner alle dine brukte kort på [profilsiden din, under menyvalget «betaling»](https://kolonial.no/konto/betaling/), her finner du også en funksjon for å slette dine lagrede kort.	https://hjelp.kolonial.no/	
bytt betalingskort	Ønsker du å bruke et annet kort? Ved betaling kan du alltid velge å endre hvilket kort du ønsker å betale med. Du finner alle dine brukte kort på [profilsiden din, under menyvalget «betaling»](https://kolonial.no/konto/betaling/), her finner du også en funksjon for å slette dine lagrede kort.	https://hjelp.kolonial.no/	
endre kort	Ønsker du å bruke et annet kort? Ved betaling kan du alltid velge å endre hvilket kort du ønsker å betale med. Du finner alle dine brukte kort på [profilsiden din, under menyvalget «betaling»](https://kolonial.no/konto/betaling/), her finner du også en funksjon for å slette dine lagrede kort.	https://hjelp.kolonial.no/	
annet kort	Ønsker du å bruke et annet kort? Ved betaling kan du alltid velge å endre hvilket kort du ønsker å betale med. Du finner alle dine brukte kort på [profilsiden din, under menyvalget «betaling»](https://kolonial.no/konto/betaling/), her finner du også en funksjon for å slette dine lagrede kort.	https://hjelp.kolonial.no/	
Feil totalbeløp i kontoutskrift	Hvis du mener at du ser en reservasjon eller et trekk i nettbanken du ikke kjenner igjen, er det mest sannsynlig et av følgende: \n 1 [Du har kansellert eller avbrutt en bestilling underveis i betalingen](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger) 2 [Vi har refundert penger eller korrigert beløpet i forhold til en eller flere vektvarer](https://hjelp.kolonial.no/article/289-vektreservasjon) 3 [Noen andre bruker kortet ditt](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)\n\n Husk, er du i tvil om hvilke bestillinger som er gjort på kontoen din, kan du [se alle bestillingene og kvitteringene dine her](https://kolonial.no/bestillinger/)\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Vektreservasjon på varer med variabel vekt](https://hjelp.kolonial.no/article/289-vektreservasjon)\n*   [I nettbanken ser det ut som dere har trukket meg to ganger](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger)\n*   [Noen har misbrukt kortet mitt!](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)	https://hjelp.kolonial.no/	
feil totalbeløp	Hvis du mener at du ser en reservasjon eller et trekk i nettbanken du ikke kjenner igjen, er det mest sannsynlig et av følgende: \n 1 [Du har kansellert eller avbrutt en bestilling underveis i betalingen](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger) 2 [Vi har refundert penger eller korrigert beløpet i forhold til en eller flere vektvarer](https://hjelp.kolonial.no/article/289-vektreservasjon) 3 [Noen andre bruker kortet ditt](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)\n\n Husk, er du i tvil om hvilke bestillinger som er gjort på kontoen din, kan du [se alle bestillingene og kvitteringene dine her](https://kolonial.no/bestillinger/)\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Vektreservasjon på varer med variabel vekt](https://hjelp.kolonial.no/article/289-vektreservasjon)\n*   [I nettbanken ser det ut som dere har trukket meg to ganger](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger)\n*   [Noen har misbrukt kortet mitt!](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)	https://hjelp.kolonial.no/	
galt beløp	Hvis du mener at du ser en reservasjon eller et trekk i nettbanken du ikke kjenner igjen, er det mest sannsynlig et av følgende: \n 1 [Du har kansellert eller avbrutt en bestilling underveis i betalingen](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger) 2 [Vi har refundert penger eller korrigert beløpet i forhold til en eller flere vektvarer](https://hjelp.kolonial.no/article/289-vektreservasjon) 3 [Noen andre bruker kortet ditt](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)\n\n Husk, er du i tvil om hvilke bestillinger som er gjort på kontoen din, kan du [se alle bestillingene og kvitteringene dine her](https://kolonial.no/bestillinger/)\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Vektreservasjon på varer med variabel vekt](https://hjelp.kolonial.no/article/289-vektreservasjon)\n*   [I nettbanken ser det ut som dere har trukket meg to ganger](https://hjelp.kolonial.no/article/187-i-nettbanken-ser-det-ut-som-dere-har-trukket-meg-to-ganger)\n*   [Noen har misbrukt kortet mitt!](https://hjelp.kolonial.no/article/197-noen-har-misbrukt-kortet-mitt)	https://hjelp.kolonial.no/	
Endre faktura, andre fakturaspørsmål	###  Mange vanlige fakturasaker løser du enklest selv \n\n 1 **Du finner alle bestillingene dine, nedlastbare fakturaer og betalingsstatus på ****[https://kolonial.no/bestillinger/](https://kolonial.no/bestillinger/)**\n\n*   Kopi av faktura / sende faktura på nytt\n*   Ikke mottatt faktura 2 **Du kan enkelt endre informasjonen på fakturaen selv på [kontoinnstillingene dine](https://kolonial.no/konto/betaling/)**\n\n*   Bytte fakturamottaker / e-post for faktura\n*   Bytte organisasjonsnummer, firmanavn eller fakturaadresse\n*   Endre fakturatype (Endre til EHF-faktura, bytte til faktura via e-post e.l.)\n*   Legge inn referansenummer, PO-nummer eller kostnadssted	https://hjelp.kolonial.no/	
endre faktura	###  Mange vanlige fakturasaker løser du enklest selv \n\n 1 **Du finner alle bestillingene dine, nedlastbare fakturaer og betalingsstatus på ****[https://kolonial.no/bestillinger/](https://kolonial.no/bestillinger/)**\n\n*   Kopi av faktura / sende faktura på nytt\n*   Ikke mottatt faktura 2 **Du kan enkelt endre informasjonen på fakturaen selv på [kontoinnstillingene dine](https://kolonial.no/konto/betaling/)**\n\n*   Bytte fakturamottaker / e-post for faktura\n*   Bytte organisasjonsnummer, firmanavn eller fakturaadresse\n*   Endre fakturatype (Endre til EHF-faktura, bytte til faktura via e-post e.l.)\n*   Legge inn referansenummer, PO-nummer eller kostnadssted	https://hjelp.kolonial.no/	
fakturaspørsmål	###  Mange vanlige fakturasaker løser du enklest selv \n\n 1 **Du finner alle bestillingene dine, nedlastbare fakturaer og betalingsstatus på ****[https://kolonial.no/bestillinger/](https://kolonial.no/bestillinger/)**\n\n*   Kopi av faktura / sende faktura på nytt\n*   Ikke mottatt faktura 2 **Du kan enkelt endre informasjonen på fakturaen selv på [kontoinnstillingene dine](https://kolonial.no/konto/betaling/)**\n\n*   Bytte fakturamottaker / e-post for faktura\n*   Bytte organisasjonsnummer, firmanavn eller fakturaadresse\n*   Endre fakturatype (Endre til EHF-faktura, bytte til faktura via e-post e.l.)\n*   Legge inn referansenummer, PO-nummer eller kostnadssted	https://hjelp.kolonial.no/	
Jeg skal bestille til et arrangement. Hvordan?	 Vi kan skaffe det meste og strekker oss langt for å levere det du ønsker og når du ønsker det.	https://hjelp.kolonial.no/	
bestille til arrangement	 Vi kan skaffe det meste og strekker oss langt for å levere det du ønsker og når du ønsker det.	https://hjelp.kolonial.no/	
arrangement	 Vi kan skaffe det meste og strekker oss langt for å levere det du ønsker og når du ønsker det.	https://hjelp.kolonial.no/	
Hvem eier Kolonial.no?	Kolonial.no er et selvstendig og uavhengig selskap som i hovedsak er eid av gründerne selv, deres venner, familie og ansatte! I tillegg har Kolonial.no et knippe dyktige og profesjonelle investorer med på laget. [Se listen over aksjeeiere her.](https://www.proff.no/roller/kolonial.no-as/oslo/-/Z0IC4ZCH/)\n\n[Du kan lese mer om oss her!](https://kolonial.no/om/)	https://hjelp.kolonial.no/	
eiere	Kolonial.no er et selvstendig og uavhengig selskap som i hovedsak er eid av gründerne selv, deres venner, familie og ansatte! I tillegg har Kolonial.no et knippe dyktige og profesjonelle investorer med på laget. [Se listen over aksjeeiere her.](https://www.proff.no/roller/kolonial.no-as/oslo/-/Z0IC4ZCH/)\n\n[Du kan lese mer om oss her!](https://kolonial.no/om/)	https://hjelp.kolonial.no/	
eier	Kolonial.no er et selvstendig og uavhengig selskap som i hovedsak er eid av gründerne selv, deres venner, familie og ansatte! I tillegg har Kolonial.no et knippe dyktige og profesjonelle investorer med på laget. [Se listen over aksjeeiere her.](https://www.proff.no/roller/kolonial.no-as/oslo/-/Z0IC4ZCH/)\n\n[Du kan lese mer om oss her!](https://kolonial.no/om/)	https://hjelp.kolonial.no/	
Kontakt oss	### Ønsker du å komme i kontakt med oss?\n\n##### Kontaktinformasjon til kundeservice finner du på [hjelp og kundeservice](https://kolonial.no/kundeservice/)\n\n På [denne siden](https://kolonial.no/om/) finner du mer informasjon dersom du er presse, en samarbeidspartner, leverandør eller ønsker å komme i kontakt med administrasjonen.	https://hjelp.kolonial.no/	
hvordan ta kontakt	### Ønsker du å komme i kontakt med oss?\n\n##### Kontaktinformasjon til kundeservice finner du på [hjelp og kundeservice](https://kolonial.no/kundeservice/)\n\n På [denne siden](https://kolonial.no/om/) finner du mer informasjon dersom du er presse, en samarbeidspartner, leverandør eller ønsker å komme i kontakt med administrasjonen.	https://hjelp.kolonial.no/	
kontaktinformasjon	### Ønsker du å komme i kontakt med oss?\n\n##### Kontaktinformasjon til kundeservice finner du på [hjelp og kundeservice](https://kolonial.no/kundeservice/)\n\n På [denne siden](https://kolonial.no/om/) finner du mer informasjon dersom du er presse, en samarbeidspartner, leverandør eller ønsker å komme i kontakt med administrasjonen.	https://hjelp.kolonial.no/	
hvordan tar jeg kontakt	### Ønsker du å komme i kontakt med oss?\n\n##### Kontaktinformasjon til kundeservice finner du på [hjelp og kundeservice](https://kolonial.no/kundeservice/)\n\n På [denne siden](https://kolonial.no/om/) finner du mer informasjon dersom du er presse, en samarbeidspartner, leverandør eller ønsker å komme i kontakt med administrasjonen.	https://hjelp.kolonial.no/	
kontakt	### Ønsker du å komme i kontakt med oss?\n\n##### Kontaktinformasjon til kundeservice finner du på [hjelp og kundeservice](https://kolonial.no/kundeservice/)\n\n På [denne siden](https://kolonial.no/om/) finner du mer informasjon dersom du er presse, en samarbeidspartner, leverandør eller ønsker å komme i kontakt med administrasjonen.	https://hjelp.kolonial.no/	
Samarbeidet med REMA 1000	REMA 1000 er Kolonial.no sin primære leverandør av dagligvarer og vi har som deres første samarbeidspartner fått tilgang på alle deres kvalitetsmerker (REMA 1000, Stange Kylling, Nordfjord Kjøtt, Gode Hav, Solvinge m.m.).\n\n I tillegg til et fantastisk vareutvalg gir samarbeidet oss bedre innkjøpsbetingelser som betyr billige varer for deg som kunde. Sammen sparer vi deg for både tid og penger.	https://hjelp.kolonial.no/	
samarbeid rema	REMA 1000 er Kolonial.no sin primære leverandør av dagligvarer og vi har som deres første samarbeidspartner fått tilgang på alle deres kvalitetsmerker (REMA 1000, Stange Kylling, Nordfjord Kjøtt, Gode Hav, Solvinge m.m.).\n\n I tillegg til et fantastisk vareutvalg gir samarbeidet oss bedre innkjøpsbetingelser som betyr billige varer for deg som kunde. Sammen sparer vi deg for både tid og penger.	https://hjelp.kolonial.no/	
Har Kolonial.no et API?	[APIet vårt](https://github.com/kolonialno/api-docs) er foreløpig ikke fritt tilgjengelig, men ikke nøl med å [ta kontakt med oss](mailto:api@kolonial.no) om du har en god idé og ønsker tidlig tilgang! Du kan lese dokumentasjonen på [GitHub](https://github.com/kolonialno/api-docs) og mer om teknologien på Kolonial.no på [denne siden](https://kolonial.no/om/teknologi/)	https://hjelp.kolonial.no/	
api	[APIet vårt](https://github.com/kolonialno/api-docs) er foreløpig ikke fritt tilgjengelig, men ikke nøl med å [ta kontakt med oss](mailto:api@kolonial.no) om du har en god idé og ønsker tidlig tilgang! Du kan lese dokumentasjonen på [GitHub](https://github.com/kolonialno/api-docs) og mer om teknologien på Kolonial.no på [denne siden](https://kolonial.no/om/teknologi/)	https://hjelp.kolonial.no/	
kolonial api	[APIet vårt](https://github.com/kolonialno/api-docs) er foreløpig ikke fritt tilgjengelig, men ikke nøl med å [ta kontakt med oss](mailto:api@kolonial.no) om du har en god idé og ønsker tidlig tilgang! Du kan lese dokumentasjonen på [GitHub](https://github.com/kolonialno/api-docs) og mer om teknologien på Kolonial.no på [denne siden](https://kolonial.no/om/teknologi/)	https://hjelp.kolonial.no/	
Hva skjer med mat som ikke kan selges	Vårt mål er å ha lavest matsvinn i Norsk dagligvarebransje og sikter på godt under 1%.\n\n Nettbutikker har normalt mye lavere matsvinn (mat som ikke kan selges) enn vanlige butikker: Vi har ikke masse mat «på utstilling», og vi benytter smart, egenutviklet, innkjøpsteknologi til å kjøpe akkurat det vi trenger å levere ut hver dag. Samtidig forventer kundene våre god holdbarhet siden de ikke kan velge utløpsdatoen selv, og derfor fører vi [en ansvarlig og raus holdbarhetspolicy](https://kolonial.no/om/kvalitet/#holdbarhet) slik at flest mulig blir fornøyde.\n\n**Alt vi ikke kan selge doneres til [Matsentralen](http://matsentralen.no/)**	https://hjelp.kolonial.no/	
matsvinn	Vårt mål er å ha lavest matsvinn i Norsk dagligvarebransje og sikter på godt under 1%.\n\n Nettbutikker har normalt mye lavere matsvinn (mat som ikke kan selges) enn vanlige butikker: Vi har ikke masse mat «på utstilling», og vi benytter smart, egenutviklet, innkjøpsteknologi til å kjøpe akkurat det vi trenger å levere ut hver dag. Samtidig forventer kundene våre god holdbarhet siden de ikke kan velge utløpsdatoen selv, og derfor fører vi [en ansvarlig og raus holdbarhetspolicy](https://kolonial.no/om/kvalitet/#holdbarhet) slik at flest mulig blir fornøyde.\n\n**Alt vi ikke kan selge doneres til [Matsentralen](http://matsentralen.no/)**	https://hjelp.kolonial.no/	
Merkevareguide, logo og pressemateriell	### Er du journalist og ønsker å komme i kontakt med oss?\n\n For pressehenvendelser, ta kontakt på [e-post](mailto:mailto:marked@kolonial.no) eller [finn kontaktinfo på NTBinfo](https://www.ntbinfo.no/presserom/kolonialno?publisherId=12583954)	https://hjelp.kolonial.no/	
journalist	### Er du journalist og ønsker å komme i kontakt med oss?\n\n For pressehenvendelser, ta kontakt på [e-post](mailto:mailto:marked@kolonial.no) eller [finn kontaktinfo på NTBinfo](https://www.ntbinfo.no/presserom/kolonialno?publisherId=12583954)	https://hjelp.kolonial.no/	
media	### Er du journalist og ønsker å komme i kontakt med oss?\n\n For pressehenvendelser, ta kontakt på [e-post](mailto:mailto:marked@kolonial.no) eller [finn kontaktinfo på NTBinfo](https://www.ntbinfo.no/presserom/kolonialno?publisherId=12583954)	https://hjelp.kolonial.no/	
Samarbeidet med Shell, Shell 7-Eleven og Circle K	Partnerskapet med Shell, Shell 7-Eleven og Statoil Fuel & Retail gir oss muligheten til å effektivt bygge ut hentepunktsnettverket vårt. På flere av stasjonene tilbyr vi selvbetjent henting i forbindelse med stasjonens uteområde, og på andre er det deres egne ansatte som står for utleveringen inne på stasjonen.	https://hjelp.kolonial.no/	
Informasjon for leverandører	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
leverandører	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
leverandør	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
produsent	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
samarbeid	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
komme i kontakt	#### Jeg er en leverandør eller produsent, hvordan kommer jeg i kontakt med dere?\n\n Ta kontakt med innkjøpsavdelingen vår på [leverandor@kolonial.no](mailto:mailto:leverandor@kolonial.no)	https://hjelp.kolonial.no/	
Jeg har en idé, et forslag eller et innspill!	Vi vil gjerne ha dine forslag og innspill. Er det noe du savner eller ønsker deg når du handler mat eller planlegger middager? [Fortell oss om det her!](mailto:hei@kolonial.no)	https://hjelp.kolonial.no/	
forslag	Vi vil gjerne ha dine forslag og innspill. Er det noe du savner eller ønsker deg når du handler mat eller planlegger middager? [Fortell oss om det her!](mailto:hei@kolonial.no)	https://hjelp.kolonial.no/	
innspill	Vi vil gjerne ha dine forslag og innspill. Er det noe du savner eller ønsker deg når du handler mat eller planlegger middager? [Fortell oss om det her!](mailto:hei@kolonial.no)	https://hjelp.kolonial.no/	
Er Kolonial.no Debio-sertifisert?	Kolonial.no er Debio-godkjent (K.nr. 32014). Godkjenningen blir revidert årlig av Debio på vegne av Mattilsynet og gjelder lagring av økologiske produkter og netthandel.	https://hjelp.kolonial.no/	
debio	Kolonial.no er Debio-godkjent (K.nr. 32014). Godkjenningen blir revidert årlig av Debio på vegne av Mattilsynet og gjelder lagring av økologiske produkter og netthandel.	https://hjelp.kolonial.no/	
debio-sertifisert	Kolonial.no er Debio-godkjent (K.nr. 32014). Godkjenningen blir revidert årlig av Debio på vegne av Mattilsynet og gjelder lagring av økologiske produkter og netthandel.	https://hjelp.kolonial.no/	
økologiske varer	Kolonial.no er Debio-godkjent (K.nr. 32014). Godkjenningen blir revidert årlig av Debio på vegne av Mattilsynet og gjelder lagring av økologiske produkter og netthandel.	https://hjelp.kolonial.no/	
Slik fungerer vedtak om handlehjelp i Bærum kommune	### Hvordan bestiller man?\n\n**Du kan ikke lage en konto selv.** Hvis du bor i Bærum og har fått vedtak om bistand til handling av dagligvarer, vil du motta et akseptbrev i posten fra kommunens hjemmebaserte tjenester som du må fylle ut og returnere. Når du er innrullert i ordningen vil tjenesten bestille varene sammen med deg ved hjelp av et nettbrett som de har med seg.\n\n#### Bestillingsfrist og frist for å endre bestillingen\n\n Dagligvarene må bestilles **innen kl. 16 dagen før utleveringsdag**	https://hjelp.kolonial.no/	
handlehjelp	### Hvordan bestiller man?\n\n**Du kan ikke lage en konto selv.** Hvis du bor i Bærum og har fått vedtak om bistand til handling av dagligvarer, vil du motta et akseptbrev i posten fra kommunens hjemmebaserte tjenester som du må fylle ut og returnere. Når du er innrullert i ordningen vil tjenesten bestille varene sammen med deg ved hjelp av et nettbrett som de har med seg.\n\n#### Bestillingsfrist og frist for å endre bestillingen\n\n Dagligvarene må bestilles **innen kl. 16 dagen før utleveringsdag**	https://hjelp.kolonial.no/	
Jeg ønsker å handle selv eller å hjelpe en «assistert bruker» med å handle. Hvordan?	Dersom du ønsker å gjøre innkjøpene selv eller få hjelp av andre, for eksempel familie eller venner, kan du få innloggingsdetaljer til din konto ved å ta kontakt med den ordningen den assisterte brukeren er en del av. Dette gjelder også for deg som skal hjelpe, hvis du er pårørende, nær familie e.l.\n\n Vi kan dessverre ikke hjelpe til med å gi tilgang til «assisterte» brukerkontoer.\nSist oppdatert June 28, 2017\n\n*   [Slik fungerer vedtak om handlehjelp i Bærum kommune](https://hjelp.kolonial.no/article/247-slik-fungerer-handlehjelp)\n*   [Slik fungerer handlehjelp for «assisterte brukere»](https://hjelp.kolonial.no/article/341-slik-fungerer-handlehjelp)\n*   [Betalingsmetoder for «assisterte brukere»](https://hjelp.kolonial.no/article/342-betalingsmetoder-for-assisterte-brukere)	https://hjelp.kolonial.no/	
hjelpe assistert bruker	Dersom du ønsker å gjøre innkjøpene selv eller få hjelp av andre, for eksempel familie eller venner, kan du få innloggingsdetaljer til din konto ved å ta kontakt med den ordningen den assisterte brukeren er en del av. Dette gjelder også for deg som skal hjelpe, hvis du er pårørende, nær familie e.l.\n\n Vi kan dessverre ikke hjelpe til med å gi tilgang til «assisterte» brukerkontoer.\nSist oppdatert June 28, 2017\n\n*   [Slik fungerer vedtak om handlehjelp i Bærum kommune](https://hjelp.kolonial.no/article/247-slik-fungerer-handlehjelp)\n*   [Slik fungerer handlehjelp for «assisterte brukere»](https://hjelp.kolonial.no/article/341-slik-fungerer-handlehjelp)\n*   [Betalingsmetoder for «assisterte brukere»](https://hjelp.kolonial.no/article/342-betalingsmetoder-for-assisterte-brukere)	https://hjelp.kolonial.no/	
Slik fungerer handlehjelp for «assisterte brukere»	### Hvordan kommer jeg i gang?\n\n**Du kan ikke lage konto selv.**\n 1 \n\n**For å komme i gang må du ta kontakt med en myndighet, assistent eller ordning som leverer til «assisterte brukere» gjennom oss.** De vil hjelpe deg med å lage en konto. \n 2 \n\n**Hvis du bor i Bærum kommune kan du søke Tildelingskontoret** i Bærum kommune om vedtak til handlehjelp. [Her kan du lese mer](https://hjelp.kolonial.no/article/247-slik-fungerer-handlehjelp)	https://hjelp.kolonial.no/	
handlehjelp assisterte brukere	### Hvordan kommer jeg i gang?\n\n**Du kan ikke lage konto selv.**\n 1 \n\n**For å komme i gang må du ta kontakt med en myndighet, assistent eller ordning som leverer til «assisterte brukere» gjennom oss.** De vil hjelpe deg med å lage en konto. \n 2 \n\n**Hvis du bor i Bærum kommune kan du søke Tildelingskontoret** i Bærum kommune om vedtak til handlehjelp. [Her kan du lese mer](https://hjelp.kolonial.no/article/247-slik-fungerer-handlehjelp)	https://hjelp.kolonial.no/	
Betalingsmetoder for «assisterte brukere»	### Hvordan kan assisterte brukere betale?\n\n Assisterte brukere kan velge mellom tre måter å betale på:\n 1 **Papirfaktura i posten (kr. 25,-)**En samlefaktura med alle kjøpene forrige 30 dager sendes ut i slutten av hver måned.  2 **Faktura på e-post (kr. 0,-)** En samlefaktura med alle kjøpene forrige 30 dager sendes ut i slutten av hver måned.	https://hjelp.kolonial.no/	
betalingsmetoder assisterte	### Hvordan kan assisterte brukere betale?\n\n Assisterte brukere kan velge mellom tre måter å betale på:\n 1 **Papirfaktura i posten (kr. 25,-)**En samlefaktura med alle kjøpene forrige 30 dager sendes ut i slutten av hver måned.  2 **Faktura på e-post (kr. 0,-)** En samlefaktura med alle kjøpene forrige 30 dager sendes ut i slutten av hver måned.	https://hjelp.kolonial.no/	
Vanlige spørsmål til "Smart Mat" (Bærum kommune)	[Infobrosjyre for superbrukere og bestiller i Bærum kommune](https://s3.amazonaws.com/helpscout.net/docs/assets/576121e1903360713dcecc77/attachments/5953f89f0428637ff8d425c4/informasjonsbrosjyre-superbrukere112015.6b211e01d8c7.pdf)	https://hjelp.kolonial.no/	
smart mat	[Infobrosjyre for superbrukere og bestiller i Bærum kommune](https://s3.amazonaws.com/helpscout.net/docs/assets/576121e1903360713dcecc77/attachments/5953f89f0428637ff8d425c4/informasjonsbrosjyre-superbrukere112015.6b211e01d8c7.pdf)	https://hjelp.kolonial.no/	
Jeg trenger passordet til kontoen til en «assistert bruker»	#### Jeg er familie eller en venn, og jeg trenger passordet til en konto. Hva gjør jeg?\n\n Du kan [nullstille passordet på kontoen](https://kolonial.no/bruker/nullstill-passord/). Dette vil sende en e-post til den registrerte e-postadressen med instruksjoner om hvordan man kan sette et nytt passord.\n\n Det er nokså vanlig at «assisterte brukere» ikke har e-postadresse (f.eks. på grunn av høy alder). Dermed kan det eksistere assisterte brukerkontoer der e-post ikke er satt opp, og hvor all bestilling foregår via assistent. Dersom du ikke har tilgang til kontoens e-postadresse, kan du ta kontakt med bestilleren eller en superbruker på den ordningen brukeren er en del av (f.eks. det kommunale tildelingskontoret). De kan være behjelpelige med å endre, eller sette opp en e-postadresse på vegne av venner, familie eller andre.\n\nKolonial.no kan ikke gi slik tilgang.	https://hjelp.kolonial.no/	
passord assistert bruker	#### Jeg er familie eller en venn, og jeg trenger passordet til en konto. Hva gjør jeg?\n\n Du kan [nullstille passordet på kontoen](https://kolonial.no/bruker/nullstill-passord/). Dette vil sende en e-post til den registrerte e-postadressen med instruksjoner om hvordan man kan sette et nytt passord.\n\n Det er nokså vanlig at «assisterte brukere» ikke har e-postadresse (f.eks. på grunn av høy alder). Dermed kan det eksistere assisterte brukerkontoer der e-post ikke er satt opp, og hvor all bestilling foregår via assistent. Dersom du ikke har tilgang til kontoens e-postadresse, kan du ta kontakt med bestilleren eller en superbruker på den ordningen brukeren er en del av (f.eks. det kommunale tildelingskontoret). De kan være behjelpelige med å endre, eller sette opp en e-postadresse på vegne av venner, familie eller andre.\n\nKolonial.no kan ikke gi slik tilgang.	https://hjelp.kolonial.no/	
Jeg må endre betalingsinformasjon, adresse eller annet for en bruker.	For å endre kontodetaljer er det ofte enklest å logge inn som brukeren og gjøre endringene direkte på brukerens konto. Alternativt kan du ta kontakt med en superbruker tilknyttet din ordning.	https://hjelp.kolonial.no/	
endre betalingsinformasjon	For å endre kontodetaljer er det ofte enklest å logge inn som brukeren og gjøre endringene direkte på brukerens konto. Alternativt kan du ta kontakt med en superbruker tilknyttet din ordning.	https://hjelp.kolonial.no/	
endre adresse	For å endre kontodetaljer er det ofte enklest å logge inn som brukeren og gjøre endringene direkte på brukerens konto. Alternativt kan du ta kontakt med en superbruker tilknyttet din ordning.	https://hjelp.kolonial.no/	
Jeg er bestiller, men jeg får ikke logget inn som brukeren jeg skal bestille for	Jeg er bestiller men får ikke logget inn som brukeren jeg skal handle for?\n\n\nSørg for at du har tilstrekkelige rettigheter satt opp på kontoen din. Du skal være satt opp som «bestiller». Har du spørsmål om rettighetene dine, ta kontakt med en superbruker på din avdeling eller ditt.	https://hjelp.kolonial.no/	
bestiller for bruker	Jeg er bestiller men får ikke logget inn som brukeren jeg skal handle for?\n\n\nSørg for at du har tilstrekkelige rettigheter satt opp på kontoen din. Du skal være satt opp som «bestiller». Har du spørsmål om rettighetene dine, ta kontakt med en superbruker på din avdeling eller ditt.	https://hjelp.kolonial.no/	
